PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米)
21.72,36.59,8.6,9.38,0.79,50.87
21.53,36.69,9.18,9.33,0.82,50.67
21.45,36.55,9.76,9.24,0.85,51.03
20.81,36.09,10.27,9.8,0.87,50.91
20,35.65,10.8,10.67,0.9,50.98
19.97,35.59,11.43,11.35,0.9,52.25
20.23,35.67,12.1,11.86,0.89,54.28
21.29,36.47,12.81,12.12,0.88,57.28
22.74,37.29,13.02,11.42,0.85,61.08
24.29,38.3,13.04,10.59,0.82,64.67
26.02,39.97,13.34,10.89,0.82,66.61
27.11,41.23,13.62,11.82,0.84,66.56
25.82,40.5,14.13,12.82,0.86,67.47
25.99,40.85,13.95,12.69,0.83,70
27.62,42.45,13.35,11.48,0.78,73.79
29.64,44.32,13,10.65,0.76,77.33
32.51,46.63,12.77,9.98,0.75,80.48
32.77,47.12,13.55,10.12,0.76,84.13
33.15,47.11,13.38,8.77,0.75,88.56
35.44,48.67,12.87,7.36,0.74,92.16
40.65,53.14,12.47,6.82,0.75,94.15
44.27,57.33,11.93,7.47,0.81,90.78
43.69,57.52,11.43,8.11,0.85,89.3
43.84,57.89,11,8.44,0.85,91.24
41.69,56.05,10.57,9.33,0.85,92.7
39.53,53.64,10.07,9.58,0.84,94.03
40.18,53.79,9.49,9.4,0.81,95.01
40.66,54.81,9.27,9.7,0.8,95.53
37.44,52.05,9.52,10.1,0.8,97.76
34.19,48.63,9.59,9.99,0.75,99.8
31.76,46.11,9.4,9.88,0.7,100.55
30.22,44.6,9.07,9.92,0.65,100.68
28.85,43.4,8.77,9.8,0.6,101.37
26.85,41.21,8.2,9.61,0.55,102.16
24.71,38.86,7.72,9.49,0.52,101.69
23.21,37.36,7.1,9.42,0.48,103.22
22.45,36.26,7.1,9.36,0.42,105.38
14.96,16.66,1.92,2.1,0.19,43.52
14.43,16.74,2.01,2.26,0.2,41.39
14.52,17.53,2.23,2.52,0.22,39.69
14.35,18.27,2.51,2.92,0.26,37.29
13.78,18.26,2.59,3.14,0.33,34.8
12.97,18.23,2.56,3.28,0.41,30.4
11.47,17.08,2.48,2.87,0.45,26.98
10.17,15.99,2.54,2.72,0.47,25.05
9.43,15.67,2.59,2.81,0.48,23.71
9.2,16.52,2.81,2.92,0.5,23.35
8.87,17.44,3.05,3.15,0.53,23.05
8.52,17.63,3.41,3.4,0.55,23.39
8.78,17.73,3.43,3.3,0.55,24.22
9.26,17.32,3.11,2.75,0.49,25.97
9.96,17.06,3.02,2.47,0.44,28.95
11.12,17.36,3.31,2.42,0.37,32.88
12.42,17.78,3.45,2.18,0.28,38.22
13.25,18.1,3.33,1.91,0.21,42.1
13.01,17.24,2.96,1.55,0.19,44.14
13.11,16.89,2.88,1.46,0.19,45.89
14.72,17.92,3,1.46,0.19,48.13
18.26,21.23,4.06,1.78,0.21,51.39
16.01,19.85,4.96,2.51,0.23,54.3
18.08,21.87,5.4,2.17,0.24,57.29
27.2,30.97,7,1.84,0.28,63.41
24.03,28.75,8.63,3.54,0.33,57.91
29.77,43.27,10.05,6.73,0.55,66.09
23.4,36.79,9.19,6.89,0.58,61.45
21.71,34.14,8.44,6.78,0.59,59.3
22.52,34.38,8,7,0.59,58.31
22.97,34.94,7.71,7.75,0.62,56.9
22.45,34.62,7.71,8.88,0.65,56.59
22.04,34.84,7.59,10.05,0.7,53.62
21.51,34.87,7.83,10.85,0.73,52.27
21.54,35.49,8.15,10.9,0.74,51.39
22.07,36.49,8.69,11.15,0.77,50.42
22.14,36.9,9.45,9.8,0.8,50.57
21.77,36.81,10.13,9.64,0.82,50.64
21.54,36.77,10.72,9.45,0.84,50.71
21.03,36.2,11.29,9.84,0.87,50.48
20.55,35.92,11.91,10.6,0.9,50.45
20.22,35.99,12.65,11.58,0.92,51.05
19.75,36,13.54,12.93,0.94,52.13
19.43,36.05,14.5,14.31,0.97,53.98
20.59,36.39,14.98,13.87,0.94,57.63
21.42,36.69,15.54,13.86,0.93,60.63
23.04,38.39,16.21,14.64,0.95,62.53
24.65,40.41,17.19,16.68,0.99,62.58
22.39,39.49,18.98,20.64,1.06,61.4
22.2,39.6,18.42,20.03,1.03,62.85
25.54,42.06,16.1,14.78,0.9,67.28
29.52,45.31,14.78,12.11,0.83,71.62
34.35,48.45,13.08,9.28,0.77,76.76
35.29,49.32,13.38,9.11,0.77,80.31
35.82,49.56,13.48,8.47,0.77,84.22
38.2,51.63,13.4,7.94,0.79,87.48
42,55.36,12.99,8.14,0.83,87.74
44.12,58.43,12.38,9.17,0.91,84
42.82,57.76,12.14,9.78,0.93,84.24
43.63,58.38,11.55,9.99,0.93,86.1
44.71,59.17,10.96,10.45,0.91,87.58
42.8,57.15,10.7,10.89,0.9,89.06
42.75,56.76,10.49,11.15,0.89,90.17
42.74,57.35,10.46,11.39,0.88,91.77
40.52,55.46,10.81,11.5,0.87,94.46
36.91,51.85,11.36,11.5,0.82,97.47
34,49.16,11.55,11.64,0.78,99.3
32.43,47.82,11.28,11.73,0.72,100.49
30.71,46.42,10.73,11.69,0.68,102.37
28.73,45.03,9.98,11.91,0.63,106.03
26.39,42.07,9.55,12.06,0.61,99.1
25.04,41.17,9.2,13.05,0.58,98.31
24.22,40.17,9.06,13.76,0.52,98.52
15.57,17.01,1.95,2.01,0.19,45.96
14.9,16.85,2.05,2.18,0.19,43.53
15.52,18.31,2.32,2.67,0.22,40.72
15.17,18.73,2.59,2.99,0.25,38.74
14.29,18.42,2.54,3.17,0.31,35.19
13.34,18.08,2.52,3.31,0.38,31.7
11.62,16.73,2.39,2.8,0.42,27.5
10.57,16.07,2.45,2.61,0.45,25.83
9.95,16.2,2.54,2.72,0.48,24.5
9.26,16.42,2.8,2.8,0.5,24.34
9.17,17.51,3.65,3.23,0.53,25.32
9.29,18.26,4.17,3.56,0.53,26.17
9.77,18.06,3.95,3.23,0.48,27.55
10.3,17.81,3.41,2.63,0.43,28.89
11.06,17.8,3.09,2.27,0.38,32.02
12.24,18.34,3.3,2.27,0.32,35.94
13.26,18.63,3.24,2.09,0.26,40.43
13.4,18.39,3.1,1.95,0.21,42.68
13.23,17.74,2.91,1.7,0.2,44.81
13.77,17.99,2.94,1.65,0.19,46.74
14.96,18.72,3.12,1.74,0.2,48.49
16.73,19.96,3.43,1.72,0.2,50.59
18.3,21.58,3.9,1.85,0.22,50.85
16.75,20.15,4.16,1.92,0.22,51.4
15.89,19.58,4.44,2.01,0.22,51.3
15.89,20.55,5.25,2.58,0.24,50.68
19.04,23.91,6.07,2.38,0.26,52.83
21.86,26.86,7.31,2.24,0.29,53.9
19.07,24.06,7.22,2.45,0.3,50.58
19.74,25.18,8.14,3.37,0.32,49.22
19.56,25.52,8.38,3.73,0.35,45.96
21.51,27.39,8.31,3.89,0.37,46.94
24.68,29.81,7.55,3.36,0.36,50.15
25.05,29.87,7.49,3.29,0.36,52.05
25.36,40.49,11.47,7.69,0.63,59.83
22.9,37.06,10.43,7.89,0.64,56.52
24.01,37,9.28,7.69,0.64,55.92
24.7,37.53,8.77,8.42,0.66,54.43
24.78,37.76,8.53,9.64,0.7,52.88
24.36,37.79,8.57,11.41,0.75,51.24
22.73,36.52,8.84,13.07,0.78,50.39
21.83,36.04,9.2,13.66,0.78,49.97
22.46,37.12,9.63,14.86,0.81,49.06
22.21,37.42,10.29,16.94,0.85,47.54
21.74,36.94,11.17,13.87,0.86,49.31
22.61,37.31,12.08,9.81,0.85,51.81
21.88,36.63,12.56,10.28,0.88,51.05
21.41,36.3,13.27,11.04,0.91,51.5
21.7,36.91,13.97,11.92,0.93,52.03
21.53,37.36,14.93,13.5,0.97,52.4
20.41,37.01,16.06,15.32,1.02,53.26
20.48,36.97,16.77,15.56,1.02,55.62
21.89,37.9,17.38,15.77,1.01,58.18
22.97,38.88,18,16.67,1.01,60.1
23.16,39.28,18.86,18.84,1.04,61.03
22.36,39.38,20.05,22.01,1.08,60.87
24.03,41.02,19.19,20.78,1.02,62.29
26.72,43.53,17.42,15.85,0.92,64.77
30.02,46.67,16.16,13.12,0.86,67.74
33.87,48.75,14.06,9.9,0.8,72.46
35.66,50.18,13.96,9.6,0.8,75.51
37.63,51.73,13.84,9.16,0.8,78.76
40.67,54.27,13.57,8.98,0.83,81.61
43.89,57.7,12.99,9.53,0.88,81.51
44.84,59.82,12.49,10.8,0.96,78.59
42.56,58.31,12.78,11.81,1.01,79.51
42.25,57.52,12.24,12.16,1,81.38
45.01,59.11,11.53,12.09,0.96,83.72
46.08,60.07,11.53,12.68,0.96,85.48
46.13,60.35,11.79,13.62,0.97,86.78
45.39,60.06,11.88,14.01,0.96,88.92
43.63,58.66,12.07,13.88,0.92,92.4
41.04,55.79,12.22,13.72,0.86,97.21
38.42,53.42,12.13,13.69,0.82,100.72
36.79,52.56,12.12,14.12,0.8,102.05
33.92,50.59,12.16,15.12,0.78,102.63
30.44,48.4,12.36,17.44,0.78,102.29
27.51,46.07,10.78,17.85,0.74,101.62
25.28,44.32,9.24,18.67,0.7,98.67
22.93,41.83,7.93,19.46,0.63,94.38
19.12,31.73,6.52,15.78,0.44,95.78
19.39,29.47,5.16,8.52,0.33,111.68
16.5,18.14,2.2,2.08,0.19,44.95
16.04,18.32,2.4,2.45,0.21,42.82
15.51,18.52,2.47,2.79,0.23,39.78
14.94,18.51,2.56,3.02,0.27,36.54
13.71,17.93,2.6,3.17,0.34,31.99
11.82,16.36,2.49,2.49,0.38,28.64
11.14,16.42,2.54,2.37,0.42,26.08
10.45,16.67,2.86,2.6,0.46,25.45
9.14,17.11,4.5,3.95,0.57,25.08
9.3,18.58,6.55,4.92,0.61,27.25
10.39,19.3,6,4.22,0.51,28.78
11.25,18.8,4.74,3.07,0.39,30.96
11.47,18.42,4.04,2.59,0.35,32.16
12.1,18.32,3.24,2.04,0.3,34.97
13.07,18.81,2.98,1.92,0.26,38.53
13.49,18.71,2.94,2.05,0.23,41.78
13.9,18.96,2.9,1.99,0.21,43.81
14.32,19.15,2.94,1.87,0.21,45.67
14.77,19.27,3.02,1.89,0.21,46.98
15.52,19.76,3.32,2.06,0.21,49.74
16.41,20.56,3.72,2.14,0.22,50.93
16.23,20.8,4.25,2.32,0.24,50.08
15.64,19.83,4.56,2.18,0.24,50.88
16.58,20.75,5.04,2.17,0.25,51.26
17.56,22.28,6.03,2.57,0.27,50.83
18.87,23.86,6.72,2.67,0.29,48.56
19.07,23.9,7.4,2.56,0.29,49.9
18.02,22.8,7.46,2.8,0.3,47.7
16.75,21.87,7.56,3.03,0.32,43.99
17.6,23.34,8.09,3.51,0.34,41.86
17.87,23.94,8.24,3.82,0.37,39.01
19.93,26.1,7.96,4.08,0.38,38.6
21.35,27.26,7.61,3.85,0.39,39.65
21.03,26.78,7.37,3.85,0.39,40.35
21.51,26.97,7.28,3.74,0.38,42.71
23.77,29.02,7.37,3.43,0.37,48.4
27.72,32.08,7.57,2.94,0.34,59.79
38.15,47.69,11.32,4.12,0.4,79.23
38.55,52.09,12.68,4.71,0.45,71.85
39.37,54.78,13.75,5.29,0.49,69.06
38.04,54.51,15.98,6.81,0.57,67.86
29.94,47.99,15.39,7.82,0.63,60.81
26.56,44.07,14.38,8.88,0.68,55.74
24,40.52,13.38,9.48,0.7,52.77
25.55,40.28,11.72,9.22,0.7,52.73
26.35,40.76,10.89,10.62,0.73,50.7
26.13,40.5,10.45,12.77,0.77,49.94
25.1,40.11,10.22,16.31,0.83,46.72
23.24,38.59,10.19,20.05,0.88,43.95
22.78,38.33,10.67,23.67,0.9,42.59
23.75,39.99,10.87,28.51,0.94,40.67
23.18,40.33,11.44,35,1.01,37.27
22.68,38.91,12.52,24.64,0.94,44.2
24.92,39.21,13.38,10.4,0.85,52.73
23.89,38.7,13.84,11.21,0.9,51.48
23.13,38.12,14.5,12.06,0.93,52.2
23.91,38.92,15.29,12.65,0.95,54.03
25.58,40.79,16.05,13.47,0.98,54.93
25.58,41.26,16.76,14.68,1.02,55.07
24.53,40.46,17.52,15.38,1.05,56.19
24.1,40.28,18.14,15.97,1.07,57.6
25.49,41.35,18.37,16.23,1.04,59.11
25.59,41.61,18.33,16.41,1,60.8
27.64,43.66,18.24,16.29,0.94,62.54
31.29,47.76,18.1,15.61,0.89,64.21
31.52,49.09,17.99,15.13,0.9,63.46
30.79,49.01,17.78,14.33,0.9,64.67
32,49.44,16.91,12.79,0.89,66.79
35.3,51.82,16.46,12.24,0.87,69.01
37.82,53.77,15.88,11.8,0.88,71.66
40.4,55.7,15.08,11.63,0.92,74.23
43.61,58.38,13.86,11.79,0.94,75.2
45.75,60.5,13.21,12.63,0.99,75.2
44.47,59.18,13.5,13.81,1.02,76.96
43.58,58.04,13.16,14.56,1.03,79.26
45.58,58.78,12.33,14.38,0.98,82.79
48.57,61.77,12.48,15,0.99,85.64
49.92,63.48,13.02,16.19,1,88.01
48.63,63.03,13.23,16.91,0.99,91.93
47.65,63.15,13.57,17.54,0.96,96.56
46.51,62.33,13.78,17.95,0.93,100.78
45.01,61.21,13.77,18.16,0.9,104.79
44.52,61.08,13.61,18.53,0.88,108.19
40.01,57.39,13.47,19.82,0.86,110.98
35.8,54.6,13.43,23.21,0.86,111.91
32.7,52.29,11.67,23.7,0.81,112.46
29.99,50.67,10.08,24.02,0.78,110.47
26.03,47.36,8.93,24.42,0.74,104.52
20.75,44.52,8.6,34.49,0.79,80.19
19.35,38.79,8.66,31.42,0.7,81.42
19.23,33.49,6.99,12.94,0.49,104.34
19.38,30.46,5.79,4.94,0.36,117.02
16.84,18.91,2.67,2.79,0.21,42.7
16.22,19.11,2.92,3.34,0.23,39.1
16.07,19.53,3,3.49,0.26,36.5
14.39,18.24,2.82,2.99,0.29,33.06
12.38,16.33,2.72,2.6,0.34,30.82
12.12,16.94,2.78,2.71,0.39,27.64
11.55,17.39,3,2.74,0.45,26.23
9.96,17.45,4.38,3.76,0.54,25.84
10.19,18.19,5.97,4.25,0.52,29.22
11.37,19.09,5.6,3.6,0.41,31.17
12.18,18.8,4.91,2.9,0.3,34.28
12.36,18.54,4.19,2.43,0.26,35.51
12.98,18.67,3.32,1.96,0.23,37.95
13.58,19.26,2.95,1.92,0.22,40.81
13.7,19.11,2.93,2.11,0.22,42.95
14.13,19.37,2.98,2.08,0.21,44.88
14.7,19.78,3.12,1.96,0.22,46.03
15.09,19.86,3.54,1.98,0.22,49.13
15.71,20.4,4,2.11,0.23,51.63
16.64,21.46,4.52,2.3,0.25,52.06
16.57,22.12,5.17,2.87,0.28,48.81
16.27,21.25,5.29,2.82,0.28,49.47
16.7,21.3,5.62,2.61,0.28,49.79
17.26,21.53,6.15,2.66,0.29,48.84
17.3,21.28,6.78,2.59,0.29,48.94
17.59,21.39,7.02,2.45,0.29,48.15
18.69,22.8,7.34,2.59,0.3,46.6
19.21,23.94,7.9,3.17,0.32,42.81
18.56,23.88,8.01,3.52,0.35,40.04
18.68,24.32,7.98,3.65,0.37,37.04
20.3,26.22,7.71,3.93,0.39,35.1
20.41,26.13,7.39,4.39,0.4,34.43
19.7,25.11,7.11,4.5,0.4,36.44
19.48,24.71,7.03,3.99,0.38,40.16
22.28,27.55,7.02,3.47,0.37,43.67
25.66,30.55,7.09,2.87,0.35,51.53
31.63,40.77,10.28,3.37,0.36,77.2
29.53,41.94,10.74,3.68,0.38,74.64
31.79,46.33,11.69,4.06,0.41,72.32
32.63,50.57,12.63,4.73,0.45,64.8
31.45,51.94,13.97,5.35,0.49,58.43
30.33,53.32,14.36,5.63,0.52,54.13
30.23,53.16,13.85,5.3,0.55,52.76
28.52,50.63,13.74,5.75,0.59,52.19
24.3,45.67,13.81,6.66,0.64,50.74
24.14,43.6,13.54,7.66,0.68,51.38
24.57,42.7,13.25,8.31,0.69,50.9
26.45,42.84,12.59,8.88,0.7,50.18
26.64,42.97,11.89,10.45,0.73,47.56
25.14,41.25,11.32,12.52,0.78,46.29
24.03,39.66,11.66,14.13,0.8,46.45
23.99,39.21,12.39,15.26,0.81,46.87
24.46,39.38,13.18,16.81,0.83,46.66
25.15,39.83,13.5,18.87,0.86,47.12
25.51,40.3,14.24,19.56,0.88,48.2
26.67,41.24,15.04,14.69,0.86,52.84
28.43,42.62,15.46,10.09,0.85,55.96
26.52,42.63,15.28,12.39,0.94,51.05
24.85,41.1,15.95,13.04,0.96,52.31
25.6,41.58,16.52,12.98,0.96,54.77
29.4,45.1,17.18,13.13,0.97,56.83
30.59,46.54,17.77,14.48,1.01,56.62
28.32,44.91,18.78,16,1.06,57.38
27.71,44.56,19.77,16.98,1.07,58.69
29.38,46.08,19.53,16.27,1.02,60.1
29.99,47.35,18.88,15.15,0.97,61.21
31.69,49.38,18.26,14.02,0.9,62.21
34.19,52.78,18.58,14.45,0.88,62.33
34.32,53.88,19.02,15.27,0.91,61.35
32.67,52.74,19.33,15.52,0.94,61.53
33.48,52.73,19.28,15.1,0.96,62.17
37.19,55.49,19.05,14.96,0.95,63.77
38.21,56.04,18.34,14.97,0.97,65.99
39.75,56.8,17.21,14.98,1,68.49
43.62,58.77,15.22,14.66,1,70.32
46.17,60.11,14.31,15.15,1.01,72.15
46.51,60.38,14.7,16.73,1.02,74.48
46.38,60.15,14.62,17.88,1.04,77.34
48.02,60.85,13.54,17.82,1,81.27
50.55,63.4,14.25,19.32,1.01,84.75
52.68,66.1,15.43,21.65,1.02,87.52
51.48,66,14.76,21.14,1.02,93.68
51.35,67.35,14.97,22.04,1.01,99.7
51.59,68.63,15.64,23.25,1,106.12
51.92,69.94,16.3,24.3,1,111.77
51.69,70.59,16.55,25.65,0.99,117.37
47.73,66.75,15.23,27.26,0.94,121.89
42.39,61.24,13.79,29.91,0.89,123.41
38.1,57.53,11.78,30.31,0.83,121.26
35.63,55.69,10.6,30.28,0.8,121.28
29.6,53.41,9.48,31.64,0.82,108.38
28.33,50.71,9.7,34.76,0.84,100.61
25.96,47.8,9.8,36.89,0.82,93.65
23.17,43.84,9.74,36.02,0.77,88.02
21.06,36.28,7.8,15.09,0.56,103.75
20.42,33.66,6.73,8.07,0.47,109.77
20.15,32.22,6.3,5.72,0.41,115.42
20.35,30.72,6.3,4.78,0.36,110.06
13.94,18.56,1.7,3.08,0.17,94.23
18.7,20.18,3.01,2.85,0.2,46.45
18.22,20.22,3.23,3.55,0.21,42.51
17.38,20.09,3.7,4.06,0.23,39.42
17.03,20.27,3.69,3.95,0.25,37.3
15.49,18.86,3.16,3.1,0.26,34.7
14.09,17.71,2.99,2.93,0.3,32.25
13.49,18.03,3.01,3.12,0.36,28.57
12.7,18.02,3.15,3.02,0.42,27.07
11.65,17.97,3.61,3.18,0.47,27.29
11.11,18.19,4.71,3.41,0.45,29.42
11.7,18.76,4.9,3.26,0.37,32.36
12.4,18.86,4.77,2.96,0.27,35.51
12.54,18.42,3.89,2.33,0.24,37.02
13.42,18.96,3.1,1.92,0.22,39.61
13.74,19.34,2.86,1.98,0.22,41.23
13.68,18.98,2.92,2.18,0.22,43.77
14.4,19.66,2.96,2.2,0.22,44.73
15.37,20.43,3.28,2.07,0.23,47.33
15.63,20.46,3.71,1.97,0.23,50.26
15.52,20.72,4.42,2.38,0.26,51.05
15.95,21.29,4.86,2.54,0.28,50.3
16.26,21.96,5.59,2.95,0.31,49.44
16,21.03,5.71,3.07,0.31,49.48
15.49,19.69,5.78,2.74,0.3,49.88
17.38,20.93,6.11,2.38,0.29,50.73
19.57,23.23,6.41,2.26,0.29,47.93
20.25,23.86,6.69,2.32,0.3,45.68
20.62,24.43,7.11,2.68,0.31,43.12
20.73,25.12,7.52,3.12,0.34,39.84
20.46,25.43,7.56,3.6,0.36,36.08
20.64,25.99,7.7,3.73,0.37,34.46
20.89,26.34,7.56,4.04,0.39,33.67
20.44,25.77,7.32,4.69,0.41,33.16
20.46,25.74,7.18,5.04,0.42,34.29
20.5,25.65,7.09,4.52,0.4,38.16
22.3,27.54,7.07,3.81,0.38,41.48
24.68,29.96,7.06,3.27,0.37,46.34
27.16,32.72,7.9,3.37,0.37,54.64
32.84,42.29,9.65,3.16,0.36,70.36
28.26,40.92,10.23,3.41,0.37,69.9
27.85,42.99,10.76,3.71,0.39,67.91
30.22,48.24,11.51,4.27,0.43,63.01
30.05,50.99,12.77,4.94,0.46,57.2
28.44,51.9,14,5.56,0.49,51.8
27.34,53.07,14.02,5.54,0.52,47.51
26.83,52.37,13.27,4.98,0.53,46.32
25.61,50.26,13.3,5.42,0.57,45.89
24,46.36,13.63,6.24,0.61,47.92
23.51,44.02,13.6,7.05,0.64,49.99
24.46,43.54,13.51,7.53,0.65,50.63
26.66,44.15,13.14,7.88,0.66,50.31
26.32,43.95,12.8,9.16,0.69,48.02
23.8,41.32,12.57,10.5,0.72,48
23.51,40.11,13.04,10.88,0.73,49.36
25.96,41.65,13.97,10.81,0.73,51.51
26.41,41.81,14.3,11.51,0.76,49.54
25.86,40.94,14.73,12.2,0.79,50.97
26.29,41.62,15.34,12.08,0.81,52.47
28.98,44.53,15.75,10.72,0.83,54.12
31.23,47.57,15.89,10.84,0.89,52.29
27.7,45.41,16.16,13.08,0.97,50.46
26.07,43.88,16.92,13.47,0.97,52.81
27.95,45.01,17.38,13.17,0.96,55.71
31.44,48.24,17.9,13.47,0.97,57.71
32.09,49.14,18.5,14.7,1,58.4
30.74,48.45,19.52,16.53,1.05,59.03
30.45,48.54,20.55,17.65,1.06,60.26
32.17,49.8,19.82,16.3,1,61.98
32.48,50.87,18.69,14.55,0.95,63.02
33.89,52.6,17.46,12.77,0.89,63.08
35.88,55.06,17.46,12.81,0.84,62.47
37.44,56.59,17.6,12.87,0.84,62.17
37.38,56.23,17.54,12.84,0.86,62.11
38.08,55.78,17.19,12.44,0.89,62.24
40.36,57.25,17,12.73,0.9,62.85
41.12,57.43,16.23,13.25,0.93,64.13
42.57,58.09,15.31,13.76,0.96,66.25
45.85,60,14.17,13.94,0.97,68.29
47.45,60.69,13.79,14.67,0.99,70.27
47.9,60.83,13.81,15.82,0.99,72.98
48.96,62.03,13.73,16.96,1,75.76
49.8,62.87,13.48,17.88,0.98,79.9
50.84,64.4,14.23,19.51,0.99,83.94
52.58,66.85,15.3,21.62,1,88.93
53.67,69.35,15.87,23.25,1.02,94.39
54.79,71.67,16.23,25.1,1.03,101.26
56.24,74.46,16.6,26.78,1.04,109.52
58.1,77.98,17.67,30.01,1.07,117.03
59.75,81.03,18.64,34.56,1.1,122
58.42,80.12,17.7,39.57,1.06,126.81
53.54,74.6,15.07,41.38,0.97,130.43
46.57,66.68,12.52,39.63,0.86,129.99
44.13,64.47,11.54,38.77,0.82,130.31
42.56,65.95,11.03,38.93,0.82,135.24
35.23,55.81,9.75,28.78,0.76,119.16
32.67,53.21,9.47,26.71,0.76,114.24
29.89,48.86,9.13,24.57,0.71,108.67
27.06,43.98,8.69,20.3,0.65,106.87
24.35,39.64,8.15,14.32,0.59,106.85
22.89,37.05,7.61,10.86,0.55,105.24
21.78,34.78,7.02,7.82,0.49,104.21
20.98,33.25,6.74,6.44,0.46,104.45
20.91,32.58,6.75,5.95,0.45,105.83
21.29,32.33,7.07,5.9,0.43,108.43
21.13,31.57,7.92,6.95,0.42,109.09
14.47,18.68,1.73,3.83,0.18,92.59
18.11,19.02,2.15,1.41,0.19,51.01
18.58,19.47,2.41,1.76,0.19,50.88
20.31,21.36,3.1,2.58,0.2,48.89
20.31,21.59,3.36,3.1,0.21,46.98
19.12,20.67,3.16,3.19,0.21,44.29
18.88,20.77,3.34,3.62,0.22,41.58
18.77,21.13,3.77,3.97,0.23,40.05
17.73,20.51,3.68,3.87,0.23,37.38
16.43,19.45,3.2,3.24,0.23,34.28
16.03,19.58,3.17,3.28,0.26,31.52
14.9,19.13,3.22,3.35,0.31,29.19
13.65,18.87,3.58,3.51,0.38,27.95
13,19.05,3.74,3.35,0.42,28.91
12.49,18.84,4.01,2.97,0.38,31.6
12.87,19.11,4.11,2.77,0.31,34.8
13.52,19.43,4.17,2.61,0.24,37.66
13.32,18.92,3.58,2.28,0.23,39.46
13.77,19.28,3.21,2.12,0.22,41.71
13.92,19.73,3.44,2.5,0.23,42.75
13.91,19.38,3.26,2.64,0.23,43.77
15.08,20.43,3.21,2.54,0.24,45.46
16.06,21.32,3.52,2.39,0.25,47.64
15.43,20.71,3.94,2.35,0.27,48.68
14.57,20.47,4.68,2.7,0.3,49.23
14.58,20.06,4.96,2.63,0.31,49.58
15.61,20.72,5.4,2.64,0.32,49.78
16.92,21.34,5.89,2.81,0.31,50.62
17.49,21.64,6.56,3.08,0.31,49.91
18.53,23.13,7.81,3.5,0.32,49.14
19.07,24.25,8.86,4.19,0.34,44.57
18.48,23.73,9.63,4.56,0.35,42.47
19.34,24.24,9.11,4.21,0.35,40.46
21.6,25.91,7.48,3.05,0.35,38.87
22.31,27.17,7.91,3.58,0.37,35.81
22.4,27.78,8.79,4.22,0.38,34.99
21.21,27.17,9.4,5.5,0.41,31.89
20.87,26.45,8.34,5.27,0.41,33.76
21.79,27.06,7.36,5.24,0.42,34.25
22.37,27.59,7.2,4.78,0.41,36.67
23.13,28.56,7.15,4.1,0.4,39.7
23.97,30,7.42,3.94,0.4,42.35
25.64,32.54,8.2,4.02,0.4,48.13
28.56,35.88,8.8,3.72,0.39,56.23
31.57,39.44,8.96,3.2,0.36,63.69
31.88,41.57,9.29,3.33,0.37,64.37
31.53,43.76,9.7,3.36,0.37,63.29
29.87,44.82,10.14,3.75,0.4,61.45
29.56,46.47,10.76,4.04,0.41,60.4
29.64,48.68,11.45,4.22,0.43,58.57
29.02,50.29,12.18,4.41,0.45,54.61
27.75,51.44,12.57,4.75,0.47,49.72
27.03,52.97,13.01,5.2,0.5,45.24
26.75,52.8,13.84,5.55,0.52,43.3
26.16,50.88,14.29,5.81,0.55,43.36
24.48,46.91,14.41,6.27,0.58,45.14
22.83,43.79,14.79,7.14,0.61,47.81
23.18,43.54,14.44,7.81,0.63,47.45
24.65,44.59,14.45,8.6,0.65,47.15
24.67,44.77,14.37,9.87,0.67,45.56
22.5,42.79,14.17,11.36,0.7,44.91
24.13,42.4,14.18,9.9,0.69,48.6
27.05,44.03,14.09,9.23,0.7,49.37
26.92,43.29,14.81,9.53,0.73,50.58
26.38,42.44,15.31,9.52,0.74,53.11
27.94,43.99,15.82,9.17,0.77,54.79
31.76,48.1,16.03,9.29,0.81,54.54
31.92,49.81,15.87,10.67,0.89,51.51
28.17,46.98,16.16,11.99,0.94,51.54
28.04,46.55,16.73,11.98,0.94,54.51
30.29,47.95,17.07,11.9,0.94,57.14
32.6,49.77,17.46,12.17,0.94,59.44
33.98,50.96,18.07,12.83,0.96,61.41
34.69,51.92,18.88,13.91,0.99,62.97
34.98,52.65,19.41,14.77,1,63.97
34.88,52.67,18.62,14.18,0.99,64.72
34,52.73,17.5,13.19,0.97,65.02
33.82,53.3,16.49,12.35,0.93,64.23
35.11,55.13,16.45,12.5,0.87,63.22
37.13,56.75,16.83,12.5,0.85,63.16
38.2,57.29,16.92,12.55,0.86,63.14
39.28,57.26,16.62,12.44,0.88,63.08
40.62,57.88,16.29,12.91,0.88,63.48
41.67,58.48,15.53,13.59,0.91,64.31
42.95,59.19,14.76,14.25,0.94,65.59
45.32,60.12,13.73,14.1,0.93,67.61
47.02,60.48,13.23,14,0.93,70.55
47.2,60.18,12.88,14.57,0.91,73.46
47.47,60.93,12.75,15.58,0.91,75.85
47.67,61.98,12.69,16.4,0.89,78.99
48.05,63.37,13.26,17.59,0.9,82.12
50.03,66.1,14.36,19.64,0.93,86.44
52.34,69.45,15.69,22.36,0.96,92.12
54.71,73.11,16.12,24.67,0.98,98.12
57.86,77.81,16.29,27.44,1.01,105.27
61.5,83.65,17.7,32.36,1.08,113.03
